project;watchers;stargazers;subscribers;forks;is_forked
ccamel/playground-binding.scala;30;30;3;9;false
ThoughtWorksInc/RAII.scala;30;30;19;6;false
http4s/jawn-fs2;30;30;15;9;false
http4s/jawn-fs2;30;30;15;9;false
coursier/sbt-coursier;30;30;6;23;false
nafg/slick-additions;30;30;4;5;false
ThoughtWorksInc/RAII.scala;30;30;19;6;false
ccamel/playground-binding.scala;30;30;3;9;false
nevillelyh/parquet-avro-extra;29;29;6;7;false
nevillelyh/parquet-avro-extra;29;29;6;7;false
nevillelyh/protobuf-generic;29;29;6;7;false
nevillelyh/protobuf-generic;29;29;6;7;false
ThoughtWorksInc/sbt-example;28;28;21;2;false
ClovellyTech/h4sm;28;28;2;6;false
ClovellyTech/http4s-modules;28;28;2;6;false
clovellytech/h4sm;28;28;2;6;false
ClovellyTech/feature-requests;28;28;2;6;false
clovellytech/http4s-modules;28;28;2;6;false
scodec/scodec-protocols;28;28;5;9;false
ClovellyTech/feature-requests;28;28;2;6;false
clovellytech/feature-requests;28;28;2;6;false
spotify/scio-idea-plugin;28;28;27;12;false
clovellytech/h4sm;28;28;2;6;false
ThoughtWorksInc/example.scala;28;28;21;2;false
spotify/scio-idea-plugin;28;28;27;12;false
ClovellyTech/http4s-modules;28;28;2;6;false
ClovellyTech/h4sm;28;28;2;6;false
scodec/scodec-protocols;28;28;5;9;false
ThoughtWorksInc/sbt-example;28;28;21;2;false
clovellytech/http4s-modules;28;28;2;6;false
spotify/scio-idea-plugin;28;28;27;12;false
ThoughtWorksInc/sbt-example;28;28;21;2;false
clovellytech/feature-requests;28;28;2;6;false
ThoughtWorksInc/example.scala;28;28;21;2;false
ThoughtWorksInc/feature.scala;27;27;18;3;false
ThoughtWorksInc/feature.scala;27;27;18;3;false
ThoughtWorksInc/feature.scala;27;27;18;3;false
mfirry/schlepp;26;26;1;4;false
ThoughtWorksInc/sbt-scala-js-map;26;26;10;2;false
mfirry/schlepp;26;26;1;4;false
mfirry/scala-http-clients;26;26;1;4;false
ThoughtWorksInc/sbt-scala-js-map;26;26;10;2;false
mfirry/scala-http-clients;26;26;1;4;false
mfirry/schlepp;26;26;1;4;false
mfirry/scala-http-clients;26;26;1;4;false
ThoughtWorksInc/sbt-scala-js-map;26;26;10;2;false
ccadllc/cedi-circuitbreakers;25;25;7;8;false
ThoughtWorksInc/sbt-ammonite-classpath;25;25;23;2;false
ccadllc/cedi-circuitbreakers;25;25;7;8;false
ThoughtWorksInc/sbt-ammonite-classpath;25;25;23;2;false
ThoughtWorksInc/sbt-ammonite-classpath;25;25;23;2;false
